           0   0.0000000000000000       -4.4128803717245253       -1.2664139658958669        27.000000000000000        1.2598673968951787E-321
           1   6.2825570514744389E-004  -4.3984640330920488       -1.2678864384791333        26.969510815244639        1.3268466186877603E-015
           2   1.2565114102948878E-003  -4.3841206342193582       -1.2694129831714318        26.939053611896060        1.2710644169133811E-015
           3   1.8847671154423318E-003  -4.3698500875930879       -1.2709931443218581        26.908628481697683        1.2162037869856146E-015
           4   2.5130228205897756E-003  -4.3556523040211852       -1.2726264699504661        26.878235514415223        1.1953464476924247E-015
           5   3.1412785257372193E-003  -4.3415271926574075       -1.2743125117406278        26.847874797867792        1.2148011004249615E-015
           6   3.7695342308846631E-003  -4.3274746610256765       -1.2760508250311515        26.817546417958674        1.2343099632661225E-015
           7   4.3977899360321069E-003  -4.3134946150442781       -1.2778409688081638        26.787250458705756        1.2528565966792027E-015
           8   5.0260456411795511E-003  -4.2995869590499183       -1.2796825056967600        26.756987002271636        1.2719182261242135E-015
           9   5.6543013463269953E-003  -4.2857515958216279       -1.2815750019524295        26.726756128993394        1.2914541940196866E-015
          10   6.2825570514744395E-003  -4.2719884266045192       -1.2835180274522586        26.696557917412029        1.3104074032474489E-015
          11   6.9108127566218838E-003  -4.2582973511333915       -1.2855111556859193        26.666392444301575        1.3305532348649451E-015
          12   7.5390684617693280E-003  -4.2446782676561865       -1.2875539637464470        26.636259784697888        1.3486729636726091E-015
          13   8.1673241669167722E-003  -4.2311310729572966       -1.2896460323208114        26.606160011927106        1.3688797816623077E-015
          14   8.7955798720642155E-003  -4.2176556623807198       -1.2917869456802886        26.576093197633792        1.3879685161616306E-015
          15   9.4238355772116589E-003  -4.2042519298530614       -1.2939762916706350        26.546059411808766        1.4065625834197570E-015
          16   1.0052091282359102E-002  -4.1909197679063928       -1.2962136617020719        26.516058722816592        1.4264238119669759E-015
          17   1.0680346987506546E-002  -4.1776590677009509       -1.2984986507390828        26.486091197422777        1.4459868849167612E-015
          18   1.1308602692653989E-002  -4.1644697190476920       -1.3008308572900285        26.456156900820652        1.4647639112914945E-015
          19   1.1936858397801432E-002  -4.1513516104306900       -1.3032098833965857        26.426255896657924        1.4847538888466960E-015
          20   1.2565114102948876E-002  -4.1383046290293874       -1.3056353346230132        26.396388247062944        1.5034767051128051E-015
          21   1.3193369808096319E-002  -4.1253286607406903       -1.3081068200452484        26.366554012670647        1.5226941886201106E-015
          22   1.3821625513243762E-002  -4.1124235902009163       -1.3106239522398413        26.336753252648204        1.5417490418015434E-015
          23   1.4449881218391206E-002  -4.0995893008075877       -1.3131863472727290        26.306986024720359        1.5611291556347218E-015
          24   1.5078136923538649E-002  -4.0868256747410738       -1.3157936246878545        26.277252385194480        1.5801569037618424E-015
          25   1.5706392628686092E-002  -4.0741325929860812       -1.3184454074956349        26.247552388985291        1.5997945156109861E-015
          26   1.6334648333833537E-002  -4.0615099353529933       -1.3211413221612822        26.217886089639336        1.6189848940639795E-015
          27   1.6962904038980983E-002  -4.0489575804990583       -1.3238809985929829        26.188253539359128        1.6387715837118400E-015
          28   1.7591159744128428E-002  -4.0364754059494228       -1.3266640701299377        26.158654789027011        1.6569726276824404E-015
          29   1.8219415449275873E-002  -4.0240632881180192       -1.3294901735302667        26.129089888228744        1.6763798465699309E-015
          30   1.8847671154423318E-002  -4.0117211023282957       -1.3323589489587850        26.099558885276792        1.6958819331475139E-015
          31   1.9475926859570763E-002  -3.9994487228338000       -1.3352700399746504        26.070061827233328        1.7140152144823340E-015
          32   2.0104182564718208E-002  -3.9872460228386073       -1.3382230935188888        26.040598759932966        1.7327448070120210E-015
          33   2.0732438269865653E-002  -3.9751128745176016       -1.3412177599018000        26.011169728005200        1.7514879520688642E-015
          34   2.1360693975013098E-002  -3.9630491490366024       -1.3442536927902491        25.981774774896579        1.7711391164451640E-015
          35   2.1988949680160543E-002  -3.9510547165723438       -1.3473305491948444        25.952413942892598        1.7888793744924580E-015
          36   2.2617205385307988E-002  -3.9391294463322999       -1.3504479894570094        25.923087273139327        1.8080155428368272E-015
          37   2.3245461090455433E-002  -3.9272732065743625       -1.3536056772359479        25.893794805664761        1.8272601313984449E-015
          38   2.3873716795602878E-002  -3.9154858646263668       -1.3568032794955098        25.864536579399907        1.8463556421613458E-015
          39   2.4501972500750323E-002  -3.9037672869054694       -1.3600404664909587        25.835312632199603        1.8638519547198307E-015
          40   2.5130228205897769E-002  -3.8921173389373731       -1.3633169117556443        25.806123000863078        1.8832320685530091E-015
          41   2.5758483911045214E-002  -3.8805358853754059       -1.3666322920875862        25.776967721154257        1.9014060074692973E-015
          42   2.6386739616192659E-002  -3.8690227900194496       -1.3699862875359676        25.747846827821789        1.9196612615485220E-015
          43   2.7014995321340104E-002  -3.8575779158347183       -1.3733785813875463        25.718760354618837        1.9387161147299548E-015
          44   2.7643251026487549E-002  -3.8462011249703898       -1.3768088601529844        25.689708334322621        1.9567951859561505E-015
          45   2.8271506731634994E-002  -3.8348922787780886       -1.3802768135530994        25.660690798753681        1.9747116268564735E-015
          46   2.8899762436782439E-002  -3.8236512378302216       -1.3837821345050410        25.631707778794926        1.9925874101753283E-015
          47   2.9528018141929884E-002  -3.8124778619381638       -1.3873245191083954        25.602759304410409        2.0107342440373044E-015
          48   3.0156273847077329E-002  -3.8013720101702999       -1.3909036666312222        25.573845404663878        2.0299788325989221E-015
          49   3.0784529552224774E-002  -3.7903335408699168       -1.3945192794960235        25.544966107737078        2.0474480401030948E-015
